,ID,Dates,city,Racer,Racer_1,LAST_RACER_SAME_AS_CURRENT_RACER,LAST_RACER_SAME_AS_CURRENT_RACER_BINARY,Speed_in_Secs,GANYAN_TRANS,GANYAN_TRANS_INT,RANK,AG_Percentage,AG_RANK_AMONG_GROUP,AG_RANKING_Score_Normalized,Ranking_Score_Normalized,First_Position_Percentage,Second_Position_Percentage,Third_Position_Percentage,Fourth_Position_Percentage,TOP_THREE_RACER_PERCENTAGE,RANK_LATEST_1ST,RANK_LATEST_2ND,RANK_LATEST_3RD,RANK_LATEST_4TH,RANK_LATEST_5TH,TOPLAM_RACES,TOPLAM_1ST,TOPLAM_2ND,TOPLAM_3RD,TOPLAM_4TH,BIRINCILIK_PERCENTAGE,IKINCILIK_PERCENTAGE,UCUNCULUK_PERCENTAGE,DORDUNCULUK_PERCENTAGE,SPEED_LATEST_1ST,SPEED_LATEST_2nd,SPEED_LATEST_3rd,SPEED_LATEST_4th,SPEED_LATEST_5th,RANK.1,Ranking_Score_Normalized.1,kosu,kosu_saati,at_yası,at_ana,at_baba,at_soyu,Mevsim,KG,K,DB,SK,SKG,GKR,YP,TGK,ÖG,SGKR,Winner
626,LADY MILLION(5) KG  SK  ,2015-09-21,Şanlıurfa,H.DEMİRTAŞ,H.DEMİRTAŞ,True,1,132.44,5.15,515,11,8.0,5,68,33,6,8,7,8,21,11.0,6.0,10.0,5.0,4.0,32,3,5,7,5,9,15,21,15,13.5911,15.3374,13.8202,14.5478,15.2772,11,33,3,akşam,3,d,d,dd,sonbahar,1,0,0,1,0,0,0,0,0,0,0
627,ELASTORM(6) KG  K  ,2015-09-21,Şanlıurfa,M.KANTAŞ,M.KANTAŞ,True,1,126.41,27.1,2710,8,1.0,12,25,53,1,2,4,1,7,8.0,12.0,10.0,7.0,14.0,34,1,3,0,6,2,8,0,17,14.2394,13.6737,13.5178,12.3267,13.8013,8,53,3,akşam,3,d,d,dd,sonbahar,1,1,0,0,0,0,0,0,0,0,0
628,ANAFOR(10) K  DB  ,2015-09-21,Şanlıurfa,S.ARAS,S.ARAS,True,1,107.4,45.4,4540,9,1.0,14,12,46,2,2,2,1,6,9.0,9.0,9.0,14.0,7.0,9,0,0,0,0,0,0,0,0,13.0354,12.2866,13.3511,14.352,14.2582,9,46,4,akşam,4,k,k,kk,sonbahar,0,1,1,0,0,0,0,0,0,0,0
629,KURUCAŞİLE(1) KG  DB  ,2015-09-21,Şanlıurfa,İ.KATI,İ.KATI,True,1,108.24,25.15,2515,10,1.0,12,25,40,7,7,8,8,22,10.0,8.0,13.0,10.0,12.0,91,8,8,3,8,8,8,3,8,12.9342,12.6968,12.6024,11.4775,10.9282,10,40,4,akşam,8,k,a,ka,sonbahar,1,0,1,0,0,0,0,0,0,0,0
630,DAVUTOĞLU(1) KG  K  ,2015-09-20,İstanbul,M.HAMEDİ,M.HAMEDİ,True,1,90.33,26.15,2615,6,0.0,0,100,61,7,7,8,10,22,6.0,7.0,4.0,4.0,6.0,5,0,0,0,2,0,0,0,40,14.3917,14.5195,14.828,0.0,14.5964,6,61,1,öğle,3,a,e,ae,sonbahar,1,1,0,0,0,0,0,0,0,0,0
631,TAHAMAAL(10) KG  SK    ,2015-09-21,Şanlıurfa,KEMAL KURT,KEMAL KURT,True,1,116.72,2.9,290,12,18.0,1,93,26,6,7,8,8,21,12.0,10.0,5.0,5.0,10.0,28,1,4,3,5,3,14,10,17,14.5648,14.7801,13.4789,14.3635,13.5986,12,26,8,akşam,3,d,e,de,sonbahar,1,0,0,1,0,0,0,0,0,0,0
632,MISTIKHAN(6) DB  SKG  SK    ,2015-09-21,Şanlıurfa,H.POLAT,H.POLAT,True,1,120.49,7.0,700,15,9.0,5,68,6,7,9,9,10,25,15.0,9.0,9.0,6.0,6.0,28,3,2,5,0,10,7,17,0,14.1091,14.6466,14.7788,14.3591,15.6721,15,6,8,akşam,4,d,a,da,sonbahar,0,0,1,1,1,0,0,0,0,0,0
633,FIRKATEYN(17) SKG  SK  ,2015-09-21,Şanlıurfa,Y.TANER,Y.TANER,True,1,122.32,20.9,2090,16,1.0,15,6,0,5,6,7,7,18,16.0,9.0,6.0,8.0,11.0,21,0,1,3,4,0,4,14,19,13.898,14.139000000000001,14.4915,13.349,14.7059,16,0,8,akşam,4,a,a,aa,sonbahar,0,0,0,1,1,0,0,0,0,0,0
634,REİSHAN(14) KG  ,2015-09-21,Şanlıurfa,S.ARAS,S.ARAS,True,1,116.1,5.5,550,9,7.0,7,56,46,2,2,2,1,6,9.0,2.0,6.0,13.0,7.0,23,1,1,6,2,4,4,26,8,14.6425,14.3403,14.4477,13.7067,15.0496,9,46,8,akşam,4,d,a,da,sonbahar,1,0,0,0,0,0,0,0,0,0,0
635,HİPERBOL(11) KG  K  DB    ,2015-09-21,Şanlıurfa,S.ERKUŞ,AHMET TAŞ,False,0,115.4,7.0,700,8,9.0,5,68,53,8,9,9,10,26,16.0,8.0,14.0,8.0,7.0,31,3,1,2,1,9,3,6,3,0.0,14.7314,14.2552,13.9757,15.0889,8,53,8,akşam,4,a,a,aa,sonbahar,1,1,1,0,0,0,0,0,0,0,0
636,OBİZDEN(8) KG  K  ,2015-09-21,Şanlıurfa,BURAK AKÇAY,BURAK AKÇAY,True,1,103.32,36.4,3640,6,0.0,12,25,66,9,9,9,9,27,6.0,14.0,12.0,8.0,9.0,5,0,0,0,0,0,0,0,0,12.5823,11.8419,11.9904,12.4624,11.7426,6,66,7,akşam,3,k,d,kd,sonbahar,1,1,0,0,0,0,0,0,0,0,0
637,EFEHAÇIM(14) DB  SKG  SK  ,2015-09-21,Şanlıurfa,H.ALTUNKILIÇ,H.ALTUNKILIÇ,True,1,111.84,18.3,1830,16,2.0,8,50,0,10,10,10,10,30,16.0,9.0,11.0,5.0,13.0,45,3,6,6,6,6,13,13,13,12.5179,11.4844,12.4707,12.5696,12.0882,16,0,4,akşam,5,a,a,aa,sonbahar,0,0,1,1,1,0,0,0,0,0,0
638,ŞİRİNAHMET(8) SKG  SK  ,2015-09-21,Şanlıurfa,N.ALTIN,H.ŞANLI,False,0,98.62,23.9,2390,13,2.0,10,37,19,13,12,11,10,36,14.0,13.0,10.0,3.0,6.0,14,0,2,1,1,0,14,7,7,0.0,14.1959,13.9002,14.2428,14.1278,13,19,6,akşam,3,d,e,de,sonbahar,0,0,0,1,1,0,0,0,0,0,0
639,BERKTEK(3) KG  SK  ,2015-09-21,Şanlıurfa,M.F.ASLAN,M.F.ASLAN,True,1,106.16,18.7,1870,10,1.0,11,31,40,8,9,8,10,25,10.0,9.0,8.0,5.0,7.0,5,0,0,0,0,0,0,0,0,12.2457,12.4438,13.96,14.2214,14.4974,10,40,5,akşam,3,a,d,ad,sonbahar,1,0,0,1,0,0,0,0,0,0,0
640,ŞAVAR GÜLÜ(11) DB  SKG  SK  ,2015-09-21,Şanlıurfa,M.AVŞAR,M.AVŞAR,True,1,106.92,8.6,860,11,5.0,6,62,33,9,9,9,9,27,11.0,10.0,3.0,8.0,9.0,7,0,0,1,1,0,0,14,14,12.1586,13.8137,14.5613,13.4243,14.5331,11,33,5,akşam,3,k,d,kd,sonbahar,0,0,1,1,1,0,0,0,0,0,0
641,MAŞUKKIZI(7) KG  DB  SK  ,2015-09-21,Şanlıurfa,S.ARAS,S.ARAS,True,1,105.47,29.05,2905,8,1.0,10,37,53,2,2,2,1,6,8.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,12.3258,0.0,0.0,0.0,0.0,8,53,5,akşam,3,k,d,kd,sonbahar,1,0,1,1,0,0,0,0,0,0,0
642,CEMİLE HALA(4) KG  ,2015-09-21,Şanlıurfa,Ü.TAŞ,Ü.TAŞ,True,1,105.81,11.7,1170,9,2.0,7,56,46,4,5,5,7,14,9.0,8.0,7.0,8.0,11.0,5,0,0,0,0,0,0,0,0,12.2862,13.8381,13.6526,14.1965,0.0,9,46,5,akşam,3,a,d,ad,sonbahar,1,0,0,0,0,0,0,0,0,0,0
643,KIRNIÇHABER(9) KG  K  ,2015-09-21,Şanlıurfa,BURAK AKÇAY,BURAK AKÇAY,True,1,110.45,65.3,6530,13,1.0,15,6,19,9,9,9,9,27,13.0,10.0,15.0,11.0,14.0,34,0,2,5,0,0,5,14,0,12.6754,11.9497,0.0,14.6926,12.7474,13,19,4,akşam,4,k,k,kk,sonbahar,1,1,0,0,0,0,0,0,0,0,0
644,TUMBUL SILA(5) KG  K  DB  ,2015-09-21,Şanlıurfa,Y.TANER,Y.TANER,True,1,105.04,33.15,3315,8,1.0,13,18,53,5,6,7,7,18,8.0,14.0,14.0,10.0,10.0,32,4,4,2,5,12,12,6,15,13.3283,12.8233,12.5086,12.8742,12.5795,8,53,4,akşam,5,a,k,ak,sonbahar,1,1,1,0,0,0,0,0,0,0,0
645,SEVİNCİNKIZI(13) DB  SK  ,2015-09-21,Şanlıurfa,İ.DİLBER,İ.DİLBER,True,1,119.77,35.45,3545,13,0.0,0,100,19,6,8,11,9,25,13.0,9.0,12.0,0.0,0.0,3,0,0,0,0,0,0,0,0,10.8541,12.5458,11.9048,0.0,0.0,13,19,1,öğle,3,k,d,kd,sonbahar,0,0,1,1,0,0,0,0,0,0,0
646,İLLEDE TEKFORD(7) KG  K  ,2015-09-21,Şanlıurfa,F.YARDIMCI,F.YARDIMCI,True,1,108.54,2.95,295,11,0.0,0,100,33,12,10,10,9,32,11.0,6.0,2.0,7.0,5.0,5,0,1,0,0,0,20,0,0,11.9772,11.542,12.8274,11.2296,11.2371,11,33,1,öğle,3,a,d,ad,sonbahar,1,1,0,0,0,0,0,0,0,0,0
647,MALAYAH(18) DB  SK  ,2015-09-19,Ankara,A.KAÇMAZ,A.KAÇMAZ,True,1,89.69,42.3,4230,17,1.0,19,9,19,9,10,11,10,30,17.0,7.0,10.0,6.0,1.0,6,1,0,0,0,16,0,0,0,15.6093,16.0326,15.165999999999999,15.4017,15.4113,17,19,10,akşam,3,d,e,de,sonbahar,0,0,1,1,0,0,0,0,0,0,0
648,CİNNEBON(6) KG  K  DB  ,2015-09-19,Kocaeli,S.ÖZEN,S.ÖZEN,True,1,124.19,42.7,4270,14,1.0,13,13,13,9,10,11,10,30,14.0,14.0,9.0,15.0,10.0,26,1,2,3,5,3,7,11,19,14.4939,15.4619,15.1794,0.0,15.5171,14,13,7,akşam,3,d,d,dd,sonbahar,1,1,1,0,0,0,0,0,0,0,0
649,RAINSTORM(15) K  ,2015-09-19,Kocaeli,F.AVCI,F.AVCI,True,1,122.54,11.8,1180,12,2.0,10,33,26,7,8,7,7,22,12.0,14.0,3.0,8.0,4.0,9,0,2,1,1,0,22,11,11,14.6891,14.735999999999999,14.5138,14.1802,15.5625,12,26,7,akşam,3,d,d,dd,sonbahar,0,1,0,0,0,0,0,0,0,0,0
650,LİDYA(14) KG  DB    ,2015-09-19,Kocaeli,H.KALINYILMAZ,H.KALINYILMAZ,True,1,122.08,11.05,1105,10,5.0,6,60,40,5,8,7,9,20,10.0,9.0,14.0,13.0,5.0,20,1,2,4,1,5,10,20,5,14.7444,13.9324,14.918,14.5757,16.2848,10,40,7,akşam,3,d,d,dd,sonbahar,1,0,1,0,0,0,0,0,0,0,0
651,KARAEFE(1) KG  DB  ,2015-09-20,Adana,O.AKGÖNÜL,O.AKGÖNÜL,True,1,142.83,9.8,980,10,7.0,6,64,35,5,6,7,7,18,10.0,4.0,3.0,5.0,5.0,105,13,12,12,12,12,11,11,11,14.0027,15.0,14.4532,14.5539,14.515,10,35,6,akşam,9,d,a,da,sonbahar,1,0,1,0,0,0,0,0,0,0,0
652,UMUDUN RENGİ(3) KG  ,2015-09-20,Adana,G.GÜLMEZ,G.GÜLMEZ,True,1,141.3,24.85,2485,9,1.0,11,28,42,5,4,3,5,12,9.0,13.0,14.0,10.0,9.0,78,6,6,10,10,7,7,12,12,14.1543,14.1393,13.7972,14.4598,14.7198,9,42,6,akşam,5,d,k,dk,sonbahar,1,0,0,0,0,0,0,0,0,0,0
653,SEBAARBİN(3) DB  SK  ,2015-09-19,Ankara,MÜS.ÇELİK,MÜS.ÇELİK,True,1,89.38,12.65,1265,7,2.0,8,64,70,14,13,13,12,40,7.0,9.0,2.0,11.0,4.0,13,2,2,2,1,15,15,15,7,15.6635,13.7589,15.1144,15.4936,15.8228,7,70,6,öğle,3,d,d,dd,sonbahar,0,0,1,1,0,0,0,0,0,0,0
654,ESRAMKIZI(9) DB  SK  ,2015-09-20,Adana,H.ŞANLI,H.ŞANLI,True,1,140.15,10.6,1060,8,4.0,7,57,50,6,5,6,8,17,8.0,11.0,5.0,2.0,2.0,21,1,4,2,4,4,19,9,19,14.2704,14.047,14.3896,14.7008,14.6691,8,50,6,akşam,5,a,k,ak,sonbahar,0,0,1,1,0,0,0,0,0,0,0
655,BOĞAZKÖYLÜ(13) K  ,2015-09-19,Ankara,Y.YALVAN,Y.YALVAN,True,1,104.62,31.7,3170,11,1.0,12,44,50,2,3,2,10,7,11.0,13.0,11.0,5.0,2.0,6,0,1,0,0,0,16,0,0,13.3818,14.2077,13.7426,12.9486,14.6395,11,50,5,öğle,5,a,a,aa,sonbahar,0,1,0,0,0,0,0,0,0,0,0
656,HÜNKARBEY(11) KG  ,2015-09-21,Bursa,V.YÜCEL,V.YÜCEL,True,1,81.96,47.45,4745,11,0.0,10,33,41,7,8,9,10,24,11.0,8.0,7.0,0.0,0.0,3,0,0,0,0,0,0,0,0,14.6413,13.8812,13.6379,0.0,0.0,11,41,3,öğle,4,d,a,da,sonbahar,1,0,0,0,0,0,0,0,0,0,0
657,MANICOURT(7),2015-09-20,Adana,F.R.BEBEK,F.R.BEBEK,True,1,72.71,23.45,2345,8,1.0,8,50,50,6,9,10,9,25,8.0,6.0,7.0,6.0,9.0,14,0,1,0,0,0,7,0,0,16.5039,16.5142,16.0026,16.4146,15.7428,8,50,3,akşam,4,d,k,dk,sonbahar,0,0,0,0,0,0,0,0,0,0,0
658,YOLCU BEY(8) KG  SK  ,2015-09-19,Ankara,G.KOCAKAYA,G.KOCAKAYA,True,1,140.75,2.7,270,7,21.0,2,95,70,16,15,13,12,44,7.0,5.0,3.0,3.0,4.0,30,6,3,4,6,20,10,13,20,15.6306,15.9316,16.2503,16.7264,15.1376,7,70,2,öğle,5,d,a,da,sonbahar,1,0,0,1,0,0,0,0,0,0,0
659,DEMON(8) KG  ,2015-09-20,Adana,SER.ÇELİK,SER.ÇELİK,True,1,154.68,21.2,2120,7,1.0,7,57,57,2,4,3,3,9,7.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,13.5764,0.0,0.0,0.0,0.0,7,57,2,öğle,3,a,e,ae,sonbahar,1,0,0,0,0,0,0,0,0,0,0
660,BETONARME(2) KG  ,2015-09-19,Ankara,AY.KILIÇ,AY.KILIÇ,True,1,102.71,82.15,8215,12,0.0,13,40,44,5,2,0,9,7,12.0,9.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,13.6306,12.6877,0.0,0.0,0.0,12,44,1,öğle,3,a,e,ae,sonbahar,1,0,0,0,0,0,0,0,0,0,0
661,FERMANAĞA(4) KG  K  ,2015-09-19,Ankara,M.İLERİ,M.İLERİ,True,1,100.9,67.9,6790,10,1.0,10,55,55,8,10,10,10,28,10.0,7.0,9.0,7.0,10.0,7,0,0,0,0,0,0,0,0,13.8751,14.5773,14.062999999999999,13.2758,13.5856,10,55,1,öğle,3,a,e,ae,sonbahar,1,1,0,0,0,0,0,0,0,0,0
662,TEKSULTAN(14) KG  ,2015-09-20,Adana,C.AVLİ,C.AVLİ,True,1,114.9,40.2,4020,13,0.0,12,21,14,6,6,8,10,20,13.0,9.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,12.1845,13.4831,0.0,0.0,0.0,13,14,1,öğle,3,k,d,kd,sonbahar,1,0,0,0,0,0,0,0,0,0,0
663,MEHMETBEY(6) SK  ,2015-09-15,Diyarbakır,AHMET TAŞ,AHMET TAŞ,True,1,79.7,2.6,260,1,20.0,2,92,100,8,8,9,9,25,12.0,3.0,1.0,6.0,3.0,7,1,0,2,0,14,0,28,0,0.0,15.1417,15.0565,13.4499,14.5443,1,100,1,öğle,3,k,e,ke,sonbahar,0,0,0,1,0,0,0,0,0,0,1
664,PRETTY SUN(7) KG  DB  SK  ,2015-09-15,Diyarbakır,AHMET TAŞ,AHMET TAŞ,True,1,91.61,20.15,2014,13,1.0,11,28,14,8,8,9,9,25,13.0,11.0,12.0,15.0,9.0,8,0,0,0,0,0,0,0,0,13.099,13.0331,15.753,15.1556,14.1884,13,14,3,öğle,3,d,e,de,sonbahar,1,0,1,1,0,0,0,0,0,0,0
665,MUĞLALI MELAHAT(11) KG  SK  ,2015-09-29,Adana,E.TUNÇ,E.TUNÇ,True,1,102.69,60.1,6010,14,0.0,14,0,7,7,8,8,9,23,14.0,10.0,13.0,13.0,0.0,4,0,0,0,0,0,0,0,0,12.6595,12.9187,13.3289,13.6698,0.0,14,7,10,akşam,3,a,d,ad,sonbahar,1,0,0,1,0,0,0,0,0,0,0
666,ZOROLDU(14),2015-09-29,Adana,D.TAŞ,D.TAŞ,True,1,83.94,94.0,9400,9,0.0,14,0,42,2,2,3,1,7,9.0,9.0,9.0,12.0,9.0,8,0,0,0,0,0,0,0,0,15.4873,14.9611,13.8636,16.166,15.4855,9,42,9,akşam,3,d,d,dd,sonbahar,0,0,0,0,0,0,0,0,0,0,0
667,BIG HEART(10) KG  SK  ,2015-09-27,İstanbul,D.YILDIZ,D.YILDIZ,True,1,88.41,14.25,1425,12,3.0,12,14,15,8,9,10,11,27,12.0,9.0,11.0,10.0,4.0,12,2,1,0,2,16,8,0,16,15.8353,15.6707,15.6513,15.3151,16.3168,12,15,7,akşam,3,a,e,ae,sonbahar,1,0,0,1,0,0,0,0,0,0,0
668,PRINCESS FIONA(4) KG  DB  SK  ,2015-09-27,İstanbul,M.HAMEDİ,M.HAMEDİ,True,1,86.9,8.7,869,7,5.0,6,57,53,7,7,8,10,22,7.0,10.0,7.0,4.0,8.0,14,5,1,1,1,35,7,7,7,16.1105,15.4067,16.3839,15.544,16.0,7,53,7,akşam,3,d,d,dd,sonbahar,1,0,1,1,0,0,0,0,0,0,0
669,DEMİROK(12),2015-09-28,Bursa,Ç.OK,Ç.OK,True,1,129.98,9.05,905,12,4.0,9,40,21,8,8,9,10,25,12.0,9.0,10.0,6.0,9.0,32,1,6,4,3,3,18,12,9,13.8483,15.0301,14.798,14.0489,14.5213,12,21,7,öğle,5,k,a,ka,sonbahar,0,0,0,0,0,0,0,0,0,0,0
670,SUPER STEP(6) DB  SKG  SK  ,2015-09-27,İstanbul,B.KURDU,B.KURDU,True,1,85.32,4.4,440,2,12.0,2,85,92,11,11,10,11,32,2.0,4.0,5.0,8.0,1.0,9,3,1,0,1,33,11,0,11,16.4088,16.3342,16.2197,15.8713,16.5192,2,92,7,akşam,3,d,e,de,sonbahar,0,0,1,1,1,0,0,0,0,0,0
671,DORU MELEK(9) KG  ,2015-09-29,Adana,G.GÜLMEZ,G.GÜLMEZ,True,1,104.21,22.5,2250,13,0.0,12,15,14,5,4,3,5,12,13.0,7.0,6.0,8.0,0.0,4,0,0,0,0,0,0,0,0,12.4748,12.8274,13.833,13.9771,0.0,13,14,6,akşam,3,k,d,kd,sonbahar,1,0,0,0,0,0,0,0,0,0,0
672,FIERY ANGEL(10) DB  SK  ,2015-09-26,Ankara,F.YÜKSEL,F.YÜKSEL,True,1,124.11,43.55,4355,11,0.0,11,33,37,10,11,11,11,32,11.0,14.0,14.0,13.0,7.0,6,0,0,0,0,0,0,0,0,15.309000000000001,15.7835,15.0878,15.9787,15.5607,11,37,8,öğle,3,d,d,dd,sonbahar,0,0,1,1,0,0,0,0,0,0,0
673,ATACAN KAN(9) KG  DB  ,2015-09-28,Şanlıurfa,H.PARILDAR,H.PARILDAR,True,1,140.74,57.0,5700,15,1.0,14,13,17,5,7,7,8,19,15.0,11.0,11.0,7.0,11.0,49,4,6,5,5,8,12,10,10,12.079,11.610999999999999,12.5104,12.8159,14.5155,15,17,6,akşam,5,k,a,ka,sonbahar,1,0,1,0,0,0,0,0,0,0,0
674,SIRRA KADEM(14) KG  DB  ,2015-09-28,Şanlıurfa,H.DEMİRTAŞ,H.DEMİRTAŞ,True,1,136.32,16.85,1685,11,2.0,13,19,41,6,8,7,8,21,11.0,7.0,9.0,11.0,12.0,130,13,14,8,11,10,10,6,8,12.4707,13.7018,12.7551,13.9286,14.1243,11,41,6,akşam,9,a,a,aa,sonbahar,1,0,1,0,0,0,0,0,0,0,0
675,SUZİ GOLD(8) SK  ,2015-09-27,İstanbul,GÖKH.GÖKÇE,GÖKH.GÖKÇE,True,1,157.13,6.5,650,9,5.0,7,50,38,10,11,11,11,32,9.0,6.0,1.0,4.0,2.0,18,8,3,1,3,44,16,5,16,15.274000000000001,16.08,15.6648,16.632,16.18,9,38,4,öğle,4,d,k,dk,sonbahar,0,0,0,1,0,0,0,0,0,0,0
676,YENİKAYA(8) KG  SK  ,2015-09-27,Adana,B.KILINÇ,B.KILINÇ,True,1,88.64,3.8,380,10,14.0,2,86,35,10,12,11,10,33,10.0,2.0,11.0,2.0,8.0,90,6,9,9,16,6,10,10,17,14.6661,15.0188,14.0023,15.1324,14.7479,10,35,7,akşam,6,k,a,ka,sonbahar,1,0,0,1,0,0,0,0,0,0,0
677,FAVORITAS(11) SK  ,2015-09-25,Bursa,T.ALICI,T.ALICI,True,1,129.21,30.8,3080,14,0.0,13,7,0,7,8,8,10,23,14.0,13.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,13.9308,14.8796,0.0,0.0,0.0,14,0,8,akşam,3,d,e,de,sonbahar,0,0,0,1,0,0,0,0,0,0,0
678,DURMAZBEY(3) KG  DB  ,2015-09-27,Adana,R.POLAT,R.POLAT,True,1,87.63,16.25,1625,9,3.0,9,40,42,5,6,6,7,17,9.0,9.0,6.0,5.0,9.0,107,11,17,13,8,10,15,12,7,14.8351,12.7399,14.9701,14.9597,13.9963,9,42,7,akşam,8,d,a,da,sonbahar,1,0,1,0,0,0,0,0,0,0,0
679,BABABORA(8) KG  ,2015-09-29,Adana,KEMAL KURT,KEMAL KURT,True,1,133.18,17.9,1789,12,2.0,11,23,21,6,7,8,8,21,12.0,7.0,4.0,3.0,3.0,49,2,4,5,5,4,8,10,10,13.5155,14.4196,14.9701,14.6007,14.4974,12,21,5,akşam,6,k,a,ka,sonbahar,1,0,0,0,0,0,0,0,0,0,0
680,AYTARHAN(8) KG  ,2015-09-27,Adana,A.KAÇMAZ,A.KAÇMAZ,True,1,103.53,17.25,1725,13,1.0,10,33,14,9,10,11,10,30,13.0,5.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,13.5227,15.2589,0.0,0.0,0.0,13,14,6,akşam,3,d,e,de,sonbahar,1,0,0,0,0,0,0,0,0,0,0
681,ÖZÜTINAZ(9) KG  K  DB  SGKR  ,2015-09-27,İstanbul,A.OLUK,A.OLUK,True,1,84.71,44.15,4415,8,0.0,12,14,46,9,9,9,9,27,8.0,11.0,8.0,6.0,10.0,6,0,0,0,1,0,0,0,16,14.165999999999999,14.3737,13.8806,14.139000000000001,13.9832,8,46,3,öğle,4,k,a,ka,sonbahar,1,1,1,0,0,0,0,0,0,1,0
682,EMİRANUR(10) KG  K  ,2015-09-27,İstanbul,F.YÜKSEL,F.YÜKSEL,True,1,86.1,15.3,1530,10,2.0,10,28,30,10,11,11,11,32,10.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,13.9373,0.0,0.0,0.0,0.0,10,30,2,öğle,3,d,d,dd,sonbahar,1,1,0,0,0,0,0,0,0,0,0
683,ÜLKÜHAN(7) KG  SK  ,2015-09-25,Bursa,G.YILDIZ,G.YILDIZ,True,1,121.89,16.7,1670,8,1.0,8,42,46,7,8,9,10,24,8.0,8.0,3.0,3.0,2.0,6,0,1,2,0,0,16,33,0,13.947000000000001,14.6199,14.6545,14.4404,14.1469,8,46,6,öğle,4,k,a,ka,sonbahar,1,0,0,1,0,0,0,0,0,0,0
684,YOUNG LORD(9) t  KG  DB  ,2015-01-10,Ankara,M.BAYDAN,M.BAYDAN,True,1,95.48,35.55,3554,4,1.0,14,7,78,10,12,11,11,33,4.0,10.0,15.0,5.0,14.0,15,0,0,0,1,0,0,0,6,15.7101,15.7768,15.0813,15.3186,15.4187,4,78,5,öğle,3,a,e,ae,sonbahar,1,0,1,0,0,0,0,0,0,0,0
685,YAYLACI(13) KG  K  ,2015-09-26,Kocaeli,V.YÜCEL,V.YÜCEL,True,1,100.29,21.1,2110,9,1.0,11,9,33,7,8,9,10,24,9.0,3.0,7.0,4.0,0.0,4,0,0,1,1,0,0,25,25,13.9595,14.0056,14.7315,14.7889,0.0,9,33,6,akşam,3,k,e,ke,sonbahar,1,1,0,0,0,0,0,0,0,0,0
686,ÜZÜLMEZ(14) DB  SKG  SK  ,2015-09-26,Ankara,İ.ERSÖZ,İ.ERSÖZ,True,1,114.15,81.1,8109,14,0.0,15,6,18,4,5,7,7,16,14.0,7.0,12.0,7.0,11.0,27,1,0,2,1,3,0,7,3,13.1406,12.5688,13.3792,13.9135,12.8172,14,18,5,öğle,4,a,k,ak,sonbahar,0,0,1,1,1,0,0,0,0,0,0
687,YAĞMURGÖZLÜM(12) KG  K  ,2015-09-25,İstanbul,H.KARATAŞ,M.KAYA,False,0,92.49,1.65,165,1,43.0,1,91,100,27,19,15,11,61,6.0,1.0,1.0,3.0,5.0,11,4,2,2,1,36,18,18,9,14.834000000000001,15.1368,15.0781,14.9254,14.6266,1,100,7,akşam,3,k,d,kd,sonbahar,1,1,0,0,0,0,0,0,0,0,1
688,ATLIDERELİ(10) KG  ,2015-09-26,Ankara,MUSA KAYA,MUSA KAYA,True,1,113.51,29.7,2970,12,1.0,14,13,31,3,4,5,6,12,12.0,8.0,9.0,4.0,6.0,31,1,6,2,2,3,19,6,6,13.2147,12.7226,14.4248,12.9525,13.7633,12,31,5,öğle,5,a,k,ak,sonbahar,1,0,0,0,0,0,0,0,0,0,0
689,SALLY OBELISK(7) KG  K  DB  GKR  ,2015-09-27,Adana,KEMAL KURT,KEMAL KURT,True,1,79.31,29.25,2925,10,2.0,8,46,35,6,7,8,8,21,10.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,15.1305,0.0,0.0,0.0,0.0,10,35,4,akşam,2,d,d,dd,sonbahar,1,1,1,0,0,1,0,0,0,0,0
690,MERUŞ(11) KG  K  ,2015-09-26,Kocaeli,M.GÖNÜLTAŞ,M.GÖNÜLTAŞ,True,1,128.3,67.7,6770,11,0.0,11,9,16,7,9,9,9,25,11.0,12.0,12.0,10.0,10.0,6,0,0,0,0,0,0,0,0,14.0296,0.0,14.5108,14.7508,15.7321,11,16,5,akşam,3,d,d,dd,sonbahar,1,1,0,0,0,0,0,0,0,0,0
691,KENANAĞA(4) KG  DB  ,2015-09-29,Adana,H.POLAT,H.POLAT,True,1,100.93,29.4,2940,14,1.0,12,15,7,7,9,9,10,25,14.0,9.0,15.0,7.0,7.0,7,0,0,0,0,0,0,0,0,12.8802,13.3111,13.5898,14.0795,12.8686,14,7,2,öğle,3,k,e,ke,sonbahar,1,0,1,0,0,0,0,0,0,0,0
692,BİRSÖZ(10) SKG  SK  ,2015-09-29,Adana,O.AKGÖNÜL,O.AKGÖNÜL,True,1,100.89,75.8,7580,13,0.0,13,7,14,5,6,7,7,18,13.0,11.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,12.8853,12.8991,0.0,0.0,0.0,13,14,2,öğle,3,k,d,kd,sonbahar,0,0,0,1,1,0,0,0,0,0,0
